N;Fecha Tiempo;TempCelcius ;HR;Lluviamm;Dirdelviento;Veldelviento_m/s;Velderafagas_m/s
35660;11/26/17 01:31:40 AM;22.441;85.1;0;209.2;0.5;2.27
35661;11/26/17 01:41:40 AM;22.417;84.3;0;231.6;0.25;2.27
35662;11/26/17 01:51:40 AM;22.298;84.1;0;223.2;0;1.26
35663;11/26/17 02:01:40 AM;22.082;84.3;0;221.8;0;0.76
35664;11/26/17 02:11:40 AM;22.106;84.9;0;219;0;1.26
35665;11/26/17 02:21:40 AM;21.724;85.2;0;193.7;0.76;2.27
35666;11/26/17 02:31:40 AM;21.557;86.1;0;169.9;0.5;2.52
35667;11/26/17 02:41:40 AM;21.652;87;0;192.3;0.5;2.52
35668;11/26/17 02:51:40 AM;21.604;87.4;0;199.4;0.5;2.77
35669;11/26/17 03:01:40 AM;21.557;87.6;0;196.5;0.76;3.78
35670;11/26/17 03:11:40 AM;21.509;87.7;0;192.3;0.5;2.77
35671;11/26/17 03:21:40 AM;21.581;87.8;0;192.3;0.76;3.27
35672;11/26/17 03:31:40 AM;21.413;88.1;0;209.2;1.26;4.03
35673;11/26/17 03:41:40 AM;21.413;88.5;0;207.8;1.01;2.77
35674;11/26/17 03:51:40 AM;21.461;88.6;0;212;0.76;3.53
35675;11/26/17 04:01:40 AM;21.628;88.4;0;207.8;0.76;3.02
35676;11/26/17 04:11:40 AM;21.557;88;0;205;0.76;2.77
35677;11/26/17 04:21:40 AM;21.533;87.9;0;214.8;0.76;3.27
35678;11/26/17 04:31:40 AM;21.581;87.9;0;213.4;0.5;2.52
35679;11/26/17 04:41:40 AM;21.485;88;0;200.8;0.25;2.27
35680;11/26/17 04:51:40 AM;21.557;88.1;0;213.4;0.25;1.51
35681;11/26/17 05:01:40 AM;21.485;88.2;0;214.8;0.25;1.51
35682;11/26/17 05:11:40 AM;21.557;88.2;0;213.4;0;0.76
35683;11/26/17 05:21:40 AM;21.581;88.2;0;190.9;0;1.01
35684;11/26/17 05:31:40 AM;21.7;88.1;0;181.1;0;1.01
35685;11/26/17 05:41:40 AM;21.628;87.9;0;186.7;0.25;1.26
35686;11/26/17 05:51:40 AM;21.509;88;0;178.3;0.5;2.27
35687;11/26/17 06:01:40 AM;21.652;88.3;0;200.8;0.76;2.27
35688;11/26/17 06:11:40 AM;21.676;88.3;0;190.9;0.5;3.27
35689;11/26/17 06:21:40 AM;21.557;88.5;0;189.5;0.76;3.27
35690;11/26/17 06:31:40 AM;21.7;88.7;0;206.4;0.76;3.27
35691;11/26/17 06:41:40 AM;21.772;88.8;0;206.4;0.76;2.52
35692;11/26/17 06:51:40 AM;21.819;88.9;0;220.4;0.5;3.78
35693;11/26/17 07:01:40 AM;21.867;88.9;0;203.6;1.01;3.27
35694;11/26/17 07:11:40 AM;22.082;88.9;0;209.2;1.01;3.78
35695;11/26/17 07:21:40 AM;22.417;88.5;0;212;0.76;2.52
35696;11/26/17 07:31:40 AM;22.657;87.8;0;226;0.5;2.27
35697;11/26/17 07:41:40 AM;22.896;87.1;0;205;0.25;2.27
35698;11/26/17 07:51:40 AM;22.92;86.2;0;207.8;0.76;2.77
35699;11/26/17 08:01:40 AM;22.824;85.8;0;203.6;1.26;3.78
35700;11/26/17 08:11:40 AM;22.92;85.8;0;195.1;1.01;3.27
35701;11/26/17 08:21:40 AM;23.136;85.6;0;186.7;0.76;3.02
35702;11/26/17 08:31:40 AM;23.545;85.2;0;193.7;0.76;2.52
35703;11/26/17 08:41:40 AM;23.954;84.4;0;226;0.76;3.02
35704;11/26/17 08:51:40 AM;24.002;83.4;0;220.4;0.76;2.52
35705;11/26/17 09:01:40 AM;24.002;82.9;0;195.1;0.76;3.02
35706;11/26/17 09:11:40 AM;24.339;82.6;0;207.8;0.76;2.77
35707;11/26/17 09:21:40 AM;24.944;81.6;0;172.7;0.25;2.01
35708;11/26/17 09:31:40 AM;25.283;80.5;0;182.5;0.25;2.52
35709;11/26/17 09:41:40 AM;25.307;79.4;0;195.1;0.76;2.52
35710;11/26/17 09:51:40 AM;25.744;78.7;0;193.7;0.5;3.02
35711;11/26/17 10:01:40 AM;26.134;78.2;0;185.3;1.01;3.02
35712;11/26/17 10:11:40 AM;26.475;77.3;0;192.3;0.25;2.27
35713;11/26/17 10:21:40 AM;27.604;76;0;245.7;0;1.01
35714;11/26/17 10:31:40 AM;28.221;73.7;0;207.8;0;1.26
35715;11/26/17 10:41:40 AM;28.543;72.2;0;283.6;0;1.51
35716;11/26/17 10:51:40 AM;27.259;71.4;0;205;0.5;2.52
35717;11/26/17 11:01:40 AM;26.989;73;0;151.6;0.5;2.27
35718;11/26/17 11:11:40 AM;26.793;73.6;0;335.5;0.76;3.53
35719;11/26/17 11:21:40 AM;27.382;73.7;0;301.8;0.76;2.01
35720;11/26/17 11:31:40 AM;27.235;73;0;318.7;1.01;2.52
35721;11/26/17 11:41:40 AM;27.801;72.4;0;307.5;1.01;3.53
35722;11/26/17 11:51:40 AM;28.023;72;0;320.1;0.76;3.27
35723;11/26/17 12:01:40 PM;28.122;71.2;0;0;1.01;2.77
35724;11/26/17 12:11:40 PM;28.072;70.8;0;7;0.76;2.77
35725;11/26/17 12:21:40 PM;28.147;71.2;0;332.7;0.76;2.27
35726;11/26/17 12:31:40 PM;28.221;70.8;0;342.6;0.76;2.77
35727;11/26/17 12:41:40 PM;27.825;70.7;0;33.7;0.76;2.52
35728;11/26/17 12:51:40 PM;27.998;70.9;0;26.7;1.01;2.77
35729;11/26/17 01:01:40 PM;28.593;71.1;0;36.5;1.01;3.02
35730;11/26/17 01:11:40 PM;28.543;69.6;0;2.8;0.76;2.52
35731;11/26/17 01:21:40 PM;27.875;70.3;0;60.4;1.26;3.02
35732;11/26/17 01:31:40 PM;29.24;70;0;23.9;0.5;1.76
35733;11/26/17 01:41:40 PM;29.916;67.9;0;349.6;0.76;3.02
35734;11/26/17 01:51:40 PM;28.916;67;0;53.3;1.01;2.77
35735;11/26/17 02:01:40 PM;29.215;67.6;0;26.7;0.25;2.27
35736;11/26/17 02:11:40 PM;29.715;66.8;0;249.9;0.76;5.04
35737;11/26/17 02:21:40 PM;30.444;66;0;205;0;1.26
35738;11/26/17 02:31:40 PM;29.09;65.5;0;176.9;1.51;5.54
35739;11/26/17 02:41:40 PM;30.066;65.9;0;183.9;1.26;4.78
35740;11/26/17 02:51:40 PM;30.798;64.6;0;196.5;0.5;2.52
35741;11/26/17 03:01:40 PM;31.433;63;0;169.9;0.5;3.78
35742;11/26/17 03:11:40 PM;30.545;62.5;0;193.7;1.26;5.04
35743;11/26/17 03:21:40 PM;30.419;62.9;0;255.5;0.76;2.77
35744;11/26/17 03:31:40 PM;30.571;62.9;0;292;1.26;3.53
35745;11/26/17 03:41:40 PM;31.026;62.6;0;242.9;1.01;3.27
35746;11/26/17 03:51:40 PM;31.255;61;0;349.6;0.25;2.27
35747;11/26/17 04:01:40 PM;29.54;62.6;0;195.1;2.01;6.04
35748;11/26/17 04:11:40 PM;30.849;63.7;0;216.2;0.76;3.53
35749;11/26/17 04:21:40 PM;29.79;64;0;178.3;2.27;6.04
35750;11/26/17 04:31:40 PM;29.14;65.3;0;203.6;2.01;6.3
35751;11/26/17 04:41:40 PM;29.665;65.8;0;192.3;1.01;4.78
35752;11/26/17 04:51:40 PM;29.515;65.7;0;202.2;1.76;5.29
35753;11/26/17 05:01:40 PM;28.941;66.3;0;192.3;1.51;5.54
35754;11/26/17 05:11:40 PM;28.543;69.6;0;190.9;2.27;6.55
35755;11/26/17 05:21:40 PM;28.866;70;0;217.6;1.51;4.53
35756;11/26/17 05:31:40 PM;28.221;68.4;0;189.5;1.76;6.04
35757;11/26/17 05:41:40 PM;28.023;69.7;0;178.3;2.01;6.04
35758;11/26/17 05:51:40 PM;27.677;71.2;0;178.3;2.27;6.04
35759;11/26/17 06:01:40 PM;27.358;71.2;0;195.1;2.01;4.78
35760;11/26/17 06:11:40 PM;27.235;70.9;0;193.7;1.76;5.79
35761;11/26/17 06:21:40 PM;26.744;74.3;0;202.2;2.01;6.55
35762;11/26/17 06:31:40 PM;26.304;76.5;0;203.6;2.52;6.04
35763;11/26/17 06:41:40 PM;26.329;76.7;0;193.7;2.27;5.79
35764;11/26/17 06:51:40 PM;26.231;76.5;0;183.9;2.27;5.54
35765;11/26/17 07:01:40 PM;26.182;77.1;0;185.3;2.01;5.04
35766;11/26/17 07:11:40 PM;25.987;77.5;0;200.8;2.01;5.54
35767;11/26/17 07:21:40 PM;25.939;77.8;0;195.1;2.27;5.29
35768;11/26/17 07:31:40 PM;25.963;77.3;0;198;2.01;6.3
35769;11/26/17 07:41:40 PM;25.963;76.2;0;198;2.52;5.54
35770;11/26/17 07:51:40 PM;25.866;75.3;0;210.6;2.01;6.55
35771;11/26/17 08:01:40 PM;25.525;74.8;0;198;2.27;6.3
35772;11/26/17 08:11:40 PM;25.598;75.4;0;210.6;1.76;6.55
35773;11/26/17 08:21:40 PM;25.355;75.1;0;198;2.01;7.05
35774;11/26/17 08:31:40 PM;25.162;75.6;0;188.1;2.01;8.31
35775;11/26/17 08:41:40 PM;25.089;76.2;0;216.2;1.76;6.55
35776;11/26/17 08:51:40 PM;24.653;76.6;0;153;1.26;4.28
35777;11/26/17 09:01:40 PM;24.436;77.3;0;183.9;1.51;4.78
35778;11/26/17 09:11:40 PM;24.171;77.9;0;193.7;1.51;6.55
35779;11/26/17 09:21:40 PM;23.954;78.5;0;214.8;2.01;6.04
35780;11/26/17 09:31:40 PM;23.905;79;0;198;1.51;6.04
35781;11/26/17 09:41:40 PM;23.713;79.3;0;174.1;1.26;5.04
35782;11/26/17 09:51:40 PM;23.641;79.7;0;178.3;1.26;4.28
35783;11/26/17 10:01:40 PM;23.641;79.9;0;223.2;1.26;5.04
35784;11/26/17 10:11:40 PM;23.665;80.1;0;178.3;1.01;3.53
35785;11/26/17 10:21:40 PM;23.521;80;0;174.1;1.01;3.53
35786;11/26/17 10:31:40 PM;23.521;80.1;0;161.5;1.01;3.78
35787;11/26/17 10:41:40 PM;23.328;80.3;0;199.4;1.01;4.03
35788;11/26/17 10:51:40 PM;23.28;80.6;0;202.2;1.26;4.78
35789;11/26/17 11:01:40 PM;23.208;80.7;0;226;1.26;3.78
35790;11/26/17 11:11:40 PM;23.256;80.9;0;174.1;0.5;1.76
35791;11/26/17 11:21:40 PM;23.04;81.2;0;140.4;0.76;3.53
35792;11/26/17 11:31:40 PM;23.064;81.6;0;164.3;0.25;2.27
35793;11/26/17 11:41:40 PM;22.872;82;0;195.1;1.26;4.78
35794;11/26/17 11:51:40 PM;22.872;82.6;0;172.7;1.26;4.03
35795;11/27/17 12:01:40 AM;22.848;83;0;185.3;0.76;4.03
35796;11/27/17 12:11:40 AM;22.705;83.2;0;202.2;0.76;3.02
35797;11/27/17 12:21:40 AM;22.944;83.5;0;210.6;0.25;2.52
35798;11/27/17 12:31:40 AM;22.681;83.7;0;219;0.76;4.03
35799;11/27/17 12:41:40 AM;22.561;84.2;0;213.4;1.01;4.03
35800;11/27/17 12:51:40 AM;22.657;84.5;0;176.9;1.01;4.03
35801;11/27/17 01:01:40 AM;22.537;84.6;0;176.9;1.01;4.28
35802;11/27/17 01:11:40 AM;22.776;84.8;0;162.9;0.5;2.52
35803;11/27/17 01:21:40 AM;22.776;84.5;0;127.8;0.5;2.01
35804;11/27/17 01:31:40 AM;22.561;84.5;0;116.5;0.5;2.27
35805;11/27/17 01:41:40 AM;22.609;84.8;0;144.6;0.5;2.27
35806;11/27/17 01:51:40 AM;22.705;85;0;188.1;0.25;2.27
35807;11/27/17 02:01:40 AM;22.537;85;0;189.5;0.25;1.76
35808;11/27/17 02:11:40 AM;22.609;85.2;0;228.8;0.25;1.76
35809;11/27/17 02:21:40 AM;22.633;85.2;0;132;0.5;2.27
35810;11/27/17 02:31:40 AM;22.633;84.9;0;130.6;0.76;3.02
35811;11/27/17 02:41:40 AM;22.753;84.6;0;162.9;0.76;4.03
35812;11/27/17 02:51:40 AM;22.872;84.1;0;23.9;0;1.01
35813;11/27/17 03:01:40 AM;22.776;83.8;0;144.6;0.25;1.26
35814;11/27/17 03:11:40 AM;22.896;83.8;0;157.2;0;1.26
35815;11/27/17 03:21:40 AM;22.824;83.5;0;140.4;0;1.51
35816;11/27/17 03:31:40 AM;22.92;83.4;0;134.8;0;0.76
35817;11/27/17 03:41:40 AM;22.729;83.3;0;147.4;0;0.5
35818;11/27/17 03:51:40 AM;22.537;83.6;0;165.7;0;1.26
35819;11/27/17 04:01:40 AM;22.393;84.1;0;175.5;0;1.26
35820;11/27/17 04:11:40 AM;22.321;84.8;0;193.7;0;1.01
35821;11/27/17 04:21:40 AM;22.369;85.2;0;241.5;0;0.76
35822;11/27/17 04:31:40 AM;22.226;85.4;0;210.6;0;1.01
35823;11/27/17 04:41:40 AM;22.13;85.7;0;186.7;0;1.26
35824;11/27/17 04:51:40 AM;22.202;86;0;188.1;0.25;1.51
35825;11/27/17 05:01:40 AM;22.13;86.2;0;185.3;0;1.26
35826;11/27/17 05:11:40 AM;22.106;86.2;0;179.7;0;1.01
35827;11/27/17 05:21:40 AM;22.13;86.3;0;181.1;0;0.5
35828;11/27/17 05:31:40 AM;22.154;86.3;0;181.1;0;0.76
35829;11/27/17 05:41:40 AM;22.13;86.4;0;182.5;0;0.25
35830;11/27/17 05:51:40 AM;22.178;86.4;0;182.5;0;0.76
35831;11/27/17 06:01:40 AM;22.154;86.4;0;182.5;0;0.25
35832;11/27/17 06:11:40 AM;22.226;86.4;0;186.7;0;1.51
35833;11/27/17 06:21:40 AM;22.274;86.5;0;196.5;0;1.01
35834;11/27/17 06:31:40 AM;22.441;86.4;0;199.4;0;0.76
35835;11/27/17 06:41:40 AM;22.609;86;0;202.2;0;0.5
35836;11/27/17 06:51:40 AM;22.753;85.6;0;190.9;0;1.51
35837;11/27/17 07:01:40 AM;22.561;85;0;223.2;0;1.51
35838;11/27/17 07:11:40 AM;22.753;85.1;0;293.4;0.25;2.52
35839;11/27/17 07:21:40 AM;22.824;84.7;0;226;0.25;2.01
35840;11/27/17 07:31:40 AM;23.016;84.4;0;273.8;0.5;2.01
35841;11/27/17 07:41:40 AM;23.328;84;0;331.3;0;1.01
35842;11/27/17 07:51:40 AM;23.521;83.3;0;249.9;0;0.76
35843;11/27/17 08:01:40 AM;24.171;82.4;0;251.3;0;0.25
35844;11/27/17 08:11:40 AM;24.388;81.2;0;273.8;0;0.76
35845;11/27/17 08:21:40 AM;25.089;80.3;0;320.1;0;0.76
35846;11/27/17 08:31:40 AM;26.036;78.6;0;297.6;0;0.76
35847;11/27/17 08:41:40 AM;26.573;75.2;0;162.9;0;1.01
35848;11/27/17 08:51:40 AM;27.407;73.3;0;4.2;0.25;1.76
35849;11/27/17 09:01:40 AM;27.456;72.9;0;351;0.25;1.51
35850;11/27/17 09:11:40 AM;27.259;72.1;0;334.1;0.25;1.76
35851;11/27/17 09:21:40 AM;28.245;71.2;0;332.7;0.25;1.76
35852;11/27/17 09:31:40 AM;27.899;70.3;0;339.7;0.5;1.76
35853;11/27/17 09:41:40 AM;28.345;69.4;0;341.2;0.25;1.51
35854;11/27/17 09:51:40 AM;28.617;68.1;0;1.4;0.76;3.02
35855;11/27/17 10:01:40 AM;27.702;67.9;0;50.5;0.76;2.52
35856;11/27/17 10:11:40 AM;28.221;69;0;22.5;1.01;2.77
35857;11/27/17 10:21:40 AM;27.579;69;0;54.8;1.26;3.27
35858;11/27/17 10:31:40 AM;28.32;69.3;0;46.3;1.26;2.77
35859;11/27/17 10:41:40 AM;28.518;66.9;0;47.7;1.01;3.02
35860;11/27/17 10:51:40 AM;29.015;66.1;0;352.4;1.01;2.27
35861;11/27/17 11:01:40 AM;29.04;64.3;0;50.5;1.26;2.77
35862;11/27/17 11:11:40 AM;28.916;64;0;327.1;1.01;2.77
35863;11/27/17 11:21:40 AM;29.916;64.5;0;19.7;0.76;3.53
35864;11/27/17 11:31:40 AM;29.765;63.4;0;66;1.26;3.27
35865;11/27/17 11:41:40 AM;29.865;64;0;46.3;1.01;3.78
35866;11/27/17 11:51:40 AM;30.192;63.8;0;19.7;1.01;3.27
35867;11/27/17 12:01:40 PM;30.192;62.7;0;49.1;1.26;3.02
35868;11/27/17 12:11:40 PM;30.798;61.3;0;64.6;0.5;2.27
35869;11/27/17 12:21:40 PM;30.798;61.4;0;16.8;0.76;2.77
35870;11/27/17 12:31:40 PM;30.748;61.1;0;355.2;1.01;2.77
35871;11/27/17 12:41:40 PM;31.128;60.6;0;226;1.01;3.78
35872;11/27/17 12:51:40 PM;30.748;60;0;50.5;0.5;3.27
35873;11/27/17 01:01:40 PM;30.976;60.2;0;82.8;1.26;3.78
35874;11/27/17 01:11:40 PM;31.74;59.9;0;345.4;0.76;2.52
35875;11/27/17 01:21:40 PM;31.765;58.1;0;341.2;0.76;2.27
35876;11/27/17 01:31:40 PM;31.331;58.1;0;12.6;1.26;3.02
35877;11/27/17 01:41:40 PM;31.535;57.9;0;14;1.26;4.28
35878;11/27/17 01:51:40 PM;32.021;56.9;0;325.7;1.01;3.02
35879;11/27/17 02:01:40 PM;32.381;56;0;271;1.01;2.27
35880;11/27/17 02:11:40 PM;31.331;55.9;0;43.5;1.26;3.02
35881;11/27/17 02:21:40 PM;32.227;56.5;0;75.8;0.76;3.53
35882;11/27/17 02:31:40 PM;32.073;55.5;0;108.1;1.01;3.27
35883;11/27/17 02:41:40 PM;32.253;55.3;0;174.1;0.76;3.02
35884;11/27/17 02:51:40 PM;33.261;54.7;0;219;0.76;3.02
35885;11/27/17 03:01:40 PM;32.949;53.7;0;308.9;0.76;3.27
35886;11/27/17 03:11:40 PM;32.536;54.2;0;84.2;0.76;2.27
35887;11/27/17 03:21:40 PM;33.157;54.1;0;42.1;0.5;2.52
35888;11/27/17 03:31:40 PM;32.278;53.8;0;49.1;0.5;2.52
35889;11/27/17 03:41:40 PM;32.717;54.9;0;165.7;0.76;3.27
35890;11/27/17 03:51:40 PM;32.407;53.8;0;179.7;0.76;3.78
35891;11/27/17 04:01:40 PM;31.893;55.2;0;165.7;1.26;4.28
35892;11/27/17 04:11:40 PM;31.663;56.5;0;183.9;1.51;4.53
35893;11/27/17 04:21:40 PM;32.33;57.6;0;203.6;1.01;3.78
35894;11/27/17 04:31:40 PM;31.612;58.5;0;185.3;1.51;4.78
35895;11/27/17 04:41:40 PM;30.976;59.7;0;193.7;1.76;4.78
35896;11/27/17 04:51:40 PM;30.849;60.8;0;206.4;1.51;4.28
35897;11/27/17 05:01:40 PM;30.217;61.8;0;196.5;1.51;4.03
35898;11/27/17 05:11:40 PM;30.066;62.9;0;192.3;1.26;5.29
35899;11/27/17 05:21:40 PM;29.79;63.4;0;186.7;1.26;4.28
35900;11/27/17 05:31:40 PM;29.315;64.5;0;186.7;1.76;6.55
35901;11/27/17 05:41:40 PM;28.642;65.8;0;196.5;2.01;5.54
35902;11/27/17 05:51:40 PM;28.444;67.6;0;210.6;1.76;5.54
35903;11/27/17 06:01:40 PM;27.998;68.5;0;186.7;2.27;5.79
35904;11/27/17 06:11:40 PM;27.825;69.8;0;186.7;2.01;5.04
35905;11/27/17 06:21:40 PM;27.702;70.3;0;189.5;2.01;5.79
35906;11/27/17 06:31:40 PM;27.604;70.8;0;198;1.76;5.29
35907;11/27/17 06:41:40 PM;27.407;71.9;0;186.7;2.01;5.04
35908;11/27/17 06:51:40 PM;27.21;72.5;0;183.9;1.76;5.54
35909;11/27/17 07:01:40 PM;26.965;73.8;0;192.3;2.27;5.79
35910;11/27/17 07:11:40 PM;26.867;74.7;0;203.6;2.27;5.29
35911;11/27/17 07:21:40 PM;26.769;75.5;0;186.7;2.27;7.55
35912;11/27/17 07:31:40 PM;26.622;75.7;0;190.9;2.52;5.79
35913;11/27/17 07:41:40 PM;26.475;75.2;0;198;2.27;6.3
35914;11/27/17 07:51:40 PM;26.353;74;0;200.8;2.27;6.55
35915;11/27/17 08:01:40 PM;26.012;73.3;0;207.8;2.52;7.81
35916;11/27/17 08:11:40 PM;25.72;73.2;0;199.4;2.52;7.81
35917;11/27/17 08:21:40 PM;25.331;73.6;0;189.5;2.27;6.04
35918;11/27/17 08:31:40 PM;25.137;74.8;0;200.8;2.01;7.05
35919;11/27/17 08:41:40 PM;25.137;75.6;0;203.6;1.51;5.29
35920;11/27/17 08:51:40 PM;24.726;76.2;0;183.9;1.76;8.06
35921;11/27/17 09:01:40 PM;24.484;77;0;205;2.27;7.55
35922;11/27/17 09:11:40 PM;24.412;77.9;0;227.4;1.76;5.54
35923;11/27/17 09:21:40 PM;24.146;78.5;0;214.8;1.76;6.04
35924;11/27/17 09:31:40 PM;23.881;79.2;0;199.4;1.51;6.04
35925;11/27/17 09:41:40 PM;23.617;80.4;0;203.6;2.01;5.79
35926;11/27/17 09:51:40 PM;23.448;81.4;0;217.6;2.77;8.31
35927;11/27/17 10:01:40 PM;23.304;81.9;0;214.8;2.52;7.55
35928;11/27/17 10:11:40 PM;23.088;82.8;0;219;2.52;7.05
35929;11/27/17 10:21:40 PM;23.112;83.1;0;216.2;1.76;6.8
35930;11/27/17 10:31:40 PM;23.184;83.2;0;221.8;1.76;7.05
35931;11/27/17 10:41:40 PM;23.088;83.3;0;203.6;1.01;6.55
35932;11/27/17 10:51:40 PM;23.112;83.5;0;227.4;1.26;5.29
35933;11/27/17 11:01:40 PM;22.92;83.5;0;193.7;0.76;2.52
35934;11/27/17 11:11:40 PM;23.16;83.8;0;160;0.76;3.27
35935;11/27/17 11:21:40 PM;23.064;83.3;0;129.2;0.5;3.27
35936;11/27/17 11:31:40 PM;22.944;83.3;0;203.6;0.76;3.53
35937;11/27/17 11:41:40 PM;23.016;83.6;0;261.1;0.76;3.27
35938;11/27/17 11:51:40 PM;22.872;83.6;0;221.8;0.5;3.53
35939;11/28/17 12:01:40 AM;22.8;83.6;0;192.3;0.25;2.77
35940;11/28/17 12:11:40 AM;23.04;83.6;0;148.8;0.5;2.01
35941;11/28/17 12:21:40 AM;22.896;83.1;0;127.8;0.76;2.77
35942;11/28/17 12:31:40 AM;22.872;83.2;0;130.6;0.5;2.01
35943;11/28/17 12:41:40 AM;22.968;83.2;0;174.1;0.5;2.77
35944;11/28/17 12:51:40 AM;23.112;82.9;0;172.7;0.5;2.52
35945;11/28/17 01:01:40 AM;23.064;82.4;0;214.8;0.76;2.77
35946;11/28/17 01:11:40 AM;22.968;82.4;0;216.2;0.76;2.52
35947;11/28/17 01:21:40 AM;22.944;82.7;0;210.6;0.76;3.02
35948;11/28/17 01:31:40 AM;22.776;82.8;0;216.2;0.76;3.02
35949;11/28/17 01:41:40 AM;22.824;83.3;0;221.8;0.76;3.27
35950;11/28/17 01:51:40 AM;22.8;83.2;0;224.6;0.5;2.52
35951;11/28/17 02:01:40 AM;22.753;83.3;0;219;0.5;2.01
35952;11/28/17 02:11:40 AM;22.848;83.5;0;227.4;0.5;2.77
35953;11/28/17 02:21:40 AM;22.944;83.3;0;217.6;0.25;1.51
35954;11/28/17 02:31:40 AM;23.04;83.2;0;224.6;0;1.26
35955;11/28/17 02:41:40 AM;22.92;83;0;217.6;0;1.51
35956;11/28/17 02:51:40 AM;23.016;83.1;0;214.8;0;1.01
35957;11/28/17 03:01:40 AM;23.088;82.9;0;214.8;0;0.5
35958;11/28/17 03:11:40 AM;23.232;82.5;0;214.8;0;0.5
35959;11/28/17 03:21:40 AM;23.352;82.1;0;214.8;0;0.25
35960;11/28/17 03:31:40 AM;23.304;81.7;0;214.8;0;0.25
35961;11/28/17 03:41:40 AM;23.28;81.6;0;198;0;1.26
35962;11/28/17 03:51:40 AM;23.208;81.2;0;310.3;0.5;2.27
35963;11/28/17 04:01:40 AM;23.184;81.2;0;301.8;1.01;2.52
35964;11/28/17 04:11:40 AM;23.16;81.3;0;262.5;0.76;2.77
35965;11/28/17 04:21:40 AM;22.992;81.5;0;313.1;0.76;3.02
35966;11/28/17 04:31:40 AM;22.872;81.9;0;296.2;0.5;2.52
35967;11/28/17 04:41:40 AM;22.872;82.3;0;304.7;1.01;3.27
35968;11/28/17 04:51:40 AM;22.848;82.4;0;276.6;1.51;3.78
35969;11/28/17 05:01:40 AM;22.992;82.4;0;287.8;1.01;3.02
35970;11/28/17 05:11:40 AM;23.112;82.1;0;300.4;0.5;3.53
35971;11/28/17 05:21:40 AM;23.184;81.7;0;157.2;0;1.51
35972;11/28/17 05:31:40 AM;23.04;81.6;0;120.7;0;1.01
35973;11/28/17 05:41:40 AM;23.136;81.8;0;169.9;0;1.01
35974;11/28/17 05:51:40 AM;23.136;81.6;0;148.8;0;0.76
35975;11/28/17 06:01:40 AM;23.28;81.3;0;219;0;0.76
35976;11/28/17 06:11:40 AM;23.304;81;0;202.2;0;0.5
35977;11/28/17 06:21:40 AM;23.328;80.8;0;198;0;0.5
35978;11/28/17 06:31:40 AM;23.352;80.9;0;192.3;0;0.25
35979;11/28/17 06:41:40 AM;23.497;80.9;0;192.3;0;0.25
35980;11/28/17 06:51:40 AM;23.617;80.6;0;192.3;0;0.25
35981;11/28/17 07:01:40 AM;23.905;80.3;0;192.3;0;0.76
35982;11/28/17 07:11:40 AM;24.098;79.6;0;192.3;0;0.25
35983;11/28/17 07:21:40 AM;24.002;79;0;192.3;0;0.5
35984;11/28/17 07:31:40 AM;24.315;78.9;0;207.8;0;0.5
35985;11/28/17 07:41:40 AM;24.412;78.3;0;300.4;0;1.01
35986;11/28/17 07:51:40 AM;24.243;78.2;0;44.9;0.25;2.27
35987;11/28/17 08:01:40 AM;24.871;78.5;0;43.5;0;1.26
35988;11/28/17 08:11:40 AM;24.484;77.8;0;355.2;0;1.26
35989;11/28/17 08:21:40 AM;24.363;79.6;0;44.9;0.5;2.01
35990;11/28/17 08:31:40 AM;24.243;80.3;0;292;0.25;1.26
35991;11/28/17 08:41:40 AM;24.05;80.6;0;8.4;0.5;2.01
35992;11/28/17 08:51:40 AM;24.171;81;0;73;0.25;2.27
35993;11/28/17 09:01:40 AM;24.195;80.9;0;113.7;0.25;1.51
35994;11/28/17 09:11:40 AM;24.074;81.2;0;60.4;0.5;2.01
35995;11/28/17 09:21:40 AM;24.219;81.1;0;153;0.25;1.51
35996;11/28/17 09:31:40 AM;24.146;81.6;0;81.4;0.5;2.01
35997;11/28/17 09:41:40 AM;24.05;81.8;0;66;0.25;2.01
35998;11/28/17 09:51:40 AM;23.954;81.9;0;33.7;0.5;2.27
35999;11/28/17 10:01:40 AM;24.219;82.3;0;54.8;0.5;2.01
36000;11/28/17 10:11:40 AM;24.315;81.7;0;82.8;0.76;2.01
36001;11/28/17 10:21:40 AM;24.653;81.1;0;70.2;0.25;2.01
36002;11/28/17 10:31:40 AM;24.847;80.3;0;22.5;0.5;1.51
36003;11/28/17 10:41:40 AM;24.895;79.5;0;311.7;0.25;1.76
36004;11/28/17 10:51:40 AM;25.113;79.3;0;355.2;0.25;2.52
36005;11/28/17 11:01:40 AM;24.774;78.9;0;49.1;0.5;2.01
36006;11/28/17 11:11:40 AM;25.234;79.2;0;39.3;0.5;2.27
36007;11/28/17 11:21:40 AM;25.21;78.8;0;54.8;0.5;2.01
36008;11/28/17 11:31:40 AM;25.695;78;0;18.3;0.76;2.52
36009;11/28/17 11:41:40 AM;25.234;77.4;0;67.4;1.01;2.52
36010;11/28/17 11:51:40 AM;25.501;77.8;0;60.4;0.5;2.27
36011;11/28/17 12:01:40 PM;25.404;77.7;0;68.8;0.76;2.52
36012;11/28/17 12:11:40 PM;26.475;76.9;0;19.7;0.5;2.01
36013;11/28/17 12:21:40 PM;27.284;74.1;0;18.3;0.5;2.27
36014;11/28/17 12:31:40 PM;27.358;72;0;289.2;0.5;2.77
